ENSG0001	gene_1
ENSG0008719	gene_8719
ENSG0008720	gene_8720
ENSG0008721	MT-8721
ENSG0008722	gene_8722
ENSG0008723	gene_8723
ENSG0008724	gene_8724
ENSG0008725	gene_8725
ENSG0008726	MT-8726
ENSG0008727	gene_8727
ENSG0008728	gene_8728
ENSG0008729	gene_8729
ENSG0008730	gene_8730
ENSG0008731	gene_8731
ENSG0008732	MT-8732
ENSG0008733	gene_8733
ENSG0008734	gene_8734
ENSG0008735	gene_8735
ENSG0008736	gene_8736
ENSG0008737	gene_8737
ENSG0008738	gene_8738
ENSG0008739	gene_8739
ENSG0008740	gene_8740
ENSG0008741	gene_8741
ENSG0008742	gene_8742
ENSG0008743	gene_8743
ENSG0008744	gene_8744
ENSG0008745	gene_8745
ENSG0008746	gene_8746
ENSG0008747	gene_8747
ENSG0008748	gene_8748
ENSG0008749	gene_8749
ENSG0008750	gene_8750
ENSG0008751	gene_8751
ENSG0008752	gene_8752
ENSG0008753	gene_8753
ENSG0008754	gene_8754
ENSG0008755	gene_8755
ENSG0008756	gene_8756
ENSG0008757	gene_8757
ENSG0008758	gene_8758
ENSG0008759	gene_8759
ENSG0008760	gene_8760
ENSG0008761	MT-8761
ENSG0008762	gene_8762
ENSG0008763	gene_8763
ENSG0008764	gene_8764
ENSG0008765	gene_8765
ENSG0008766	gene_8766
ENSG0008767	gene_8767
ENSG0008768	gene_8768
ENSG0008769	gene_8769
ENSG0008770	gene_8770
ENSG0008771	gene_8771
ENSG0008772	MT-8772
ENSG0008773	MT-8773
ENSG0008774	gene_8774
ENSG0008775	MT-8775
ENSG0008776	gene_8776
ENSG0008777	gene_8777
ENSG0008778	gene_8778
ENSG0008779	gene_8779
ENSG0008780	gene_8780
ENSG0008781	gene_8781
ENSG0008782	gene_8782
ENSG0008783	gene_8783
ENSG0008784	gene_8784
ENSG0008785	gene_8785
ENSG0008786	gene_8786
ENSG0008787	gene_8787
ENSG0008788	gene_8788
ENSG0008789	gene_8789
ENSG0008790	MT-8790
ENSG0008791	gene_8791
ENSG0008792	gene_8792
ENSG0008793	MT-8793
ENSG0008794	gene_8794
ENSG0008795	gene_8795
ENSG0008796	gene_8796
ENSG0008797	gene_8797
ENSG0008798	gene_8798
ENSG0008799	gene_8799
ENSG0008800	gene_8800
ENSG0008801	gene_8801
ENSG0008802	gene_8802
ENSG0008803	gene_8803
ENSG0008804	gene_8804
ENSG0008805	MT-8805
ENSG0008806	gene_8806
ENSG0008807	MT-8807
ENSG0008808	gene_8808
ENSG0008809	gene_8809
ENSG0008810	gene_8810
ENSG0008811	gene_8811
ENSG0008812	gene_8812
ENSG0008813	gene_8813
ENSG0008814	gene_8814
ENSG0008815	gene_8815
ENSG0008816	gene_8816
ENSG0008817	gene_8817
ENSG0008818	gene_8818
ENSG0008819	gene_8819
ENSG0008820	gene_8820
ENSG0008821	gene_8821
ENSG0008822	gene_8822
ENSG0008823	gene_8823
ENSG0008824	gene_8824
ENSG0008825	gene_8825
ENSG0008826	gene_8826
ENSG0008827	gene_8827
ENSG0008828	gene_8828
ENSG0008829	gene_8829
ENSG0008830	gene_8830
ENSG0008831	gene_8831
ENSG0008832	gene_8832
ENSG0008833	gene_8833
ENSG0008834	MT-8834
ENSG0008835	gene_8835
ENSG0008836	gene_8836
ENSG0008837	gene_8837
ENSG0008838	MT-8838
ENSG0008839	gene_8839
ENSG0008840	gene_8840
ENSG0008841	gene_8841
ENSG0008842	MT-8842
ENSG0008843	gene_8843
ENSG0008844	gene_8844
ENSG0008845	gene_8845
ENSG0008846	gene_8846
ENSG0008847	gene_8847
ENSG0008848	gene_8848
ENSG0008849	gene_8849
ENSG0008850	gene_8850
ENSG0008851	gene_8851
ENSG0008852	gene_8852
ENSG0008853	gene_8853
ENSG0008854	gene_8854
ENSG0008855	gene_8855
ENSG0008856	gene_8856
ENSG0008857	MT-8857
ENSG0008858	gene_8858
ENSG0008859	gene_8859
ENSG0008860	gene_8860
ENSG0008861	gene_8861
ENSG0008862	gene_8862
ENSG0008863	gene_8863
ENSG0008864	gene_8864
ENSG0008865	gene_8865
ENSG0008866	gene_8866
ENSG0008867	gene_8867
ENSG0008868	gene_8868
ENSG0008869	MT-8869
ENSG0008870	gene_8870
ENSG0008871	gene_8871
ENSG0008872	gene_8872
ENSG0008873	gene_8873
ENSG0008874	gene_8874
ENSG0008875	gene_8875
ENSG0008876	MT-8876
ENSG0008877	gene_8877
ENSG0008878	gene_8878
ENSG0008879	gene_8879
ENSG0008880	gene_8880
ENSG0008881	gene_8881
ENSG0008882	gene_8882
ENSG0008883	gene_8883
ENSG0008884	gene_8884
ENSG0008885	gene_8885
ENSG0008886	MT-8886
ENSG0008887	gene_8887
ENSG0008888	gene_8888
ENSG0008889	gene_8889
ENSG0008890	gene_8890
ENSG0008891	gene_8891
ENSG0008892	gene_8892
ENSG0008893	gene_8893
ENSG0008894	gene_8894
ENSG0008895	MT-8895
ENSG0008896	gene_8896
ENSG0008897	gene_8897
ENSG0008898	gene_8898
ENSG0008899	gene_8899
ENSG0008900	gene_8900
ENSG0008901	gene_8901
ENSG0008902	MT-8902
ENSG0008903	gene_8903
ENSG0008904	gene_8904
ENSG0008905	gene_8905
ENSG0008906	gene_8906
ENSG0008907	gene_8907
ENSG0008908	gene_8908
ENSG0008909	gene_8909
ENSG0008910	gene_8910
ENSG0008911	gene_8911
ENSG0008912	gene_8912
ENSG0008913	gene_8913
ENSG0008914	gene_8914
ENSG0008915	gene_8915
ENSG0008916	gene_8916
ENSG0008917	gene_8917
ENSG0008918	gene_8918
ENSG0008919	gene_8919
ENSG0008920	gene_8920
ENSG0008921	gene_8921
ENSG0008922	gene_8922
ENSG0008923	gene_8923
ENSG0008924	gene_8924
ENSG0008925	gene_8925
ENSG0008926	gene_8926
ENSG0008927	gene_8927
ENSG0008928	gene_8928
ENSG0008929	gene_8929
ENSG0008930	gene_8930
ENSG0008931	gene_8931
ENSG0008932	gene_8932
ENSG0008933	gene_8933
ENSG0008934	gene_8934
ENSG0008935	gene_8935
ENSG0008936	gene_8936
ENSG0008937	MT-8937
ENSG0008938	gene_8938
ENSG0008939	gene_8939
ENSG0008940	gene_8940
ENSG0008941	gene_8941
ENSG0008942	gene_8942
ENSG0008943	gene_8943
ENSG0008944	gene_8944
ENSG0008945	MT-8945
ENSG0008946	gene_8946
ENSG0008947	gene_8947
ENSG0008948	gene_8948
ENSG0008949	gene_8949
ENSG0008950	gene_8950
ENSG0008951	gene_8951
ENSG0008952	gene_8952
ENSG0008953	gene_8953
ENSG0008954	gene_8954
ENSG0008955	gene_8955
ENSG0008956	gene_8956
ENSG0008957	gene_8957
ENSG0008958	gene_8958
ENSG0008959	gene_8959
ENSG0008960	gene_8960
ENSG0008961	gene_8961
ENSG0008962	gene_8962
ENSG0008963	gene_8963
ENSG0008964	gene_8964
ENSG0008965	gene_8965
ENSG0008966	gene_8966
ENSG0008967	gene_8967
ENSG0008968	gene_8968
ENSG0008969	gene_8969
ENSG0008970	gene_8970
ENSG0008971	gene_8971
ENSG0008972	gene_8972
ENSG0008973	gene_8973
ENSG0008974	gene_8974
ENSG0008975	gene_8975
ENSG0008976	gene_8976
ENSG0008977	MT-8977
ENSG0008978	gene_8978
ENSG0008979	gene_8979
ENSG0008980	gene_8980
ENSG0008981	gene_8981
ENSG0008982	gene_8982
ENSG0008983	gene_8983
ENSG0008984	gene_8984
ENSG0008985	gene_8985
ENSG0008986	gene_8986
ENSG0008987	gene_8987
ENSG0008988	gene_8988
ENSG0008989	gene_8989
ENSG0008990	gene_8990
ENSG0008991	MT-8991
ENSG0008992	gene_8992
ENSG0008993	gene_8993
ENSG0008994	MT-8994
ENSG0008995	MT-8995
ENSG0008996	gene_8996
ENSG0008997	gene_8997
ENSG0008998	gene_8998
ENSG0008999	gene_8999
ENSG0009000	gene_9000
ENSG0009001	gene_9001
ENSG0009002	gene_9002
ENSG0009003	gene_9003
ENSG0009004	gene_9004
ENSG0009005	gene_9005
ENSG0009006	gene_9006
ENSG0009007	MT-9007
ENSG0009008	gene_9008
ENSG0009009	gene_9009
ENSG0009010	gene_9010
ENSG0009011	gene_9011
ENSG0009012	gene_9012
ENSG0009013	gene_9013
ENSG0009014	gene_9014
ENSG0009015	gene_9015
ENSG0009016	gene_9016
ENSG0009017	gene_9017
ENSG0009018	gene_9018
ENSG0009019	gene_9019
ENSG0009020	MT-9020
ENSG0009021	gene_9021
ENSG0009022	gene_9022
ENSG0009023	gene_9023
ENSG0009024	gene_9024
ENSG0009025	gene_9025
ENSG0009026	gene_9026
ENSG0009027	gene_9027
ENSG0009028	gene_9028
ENSG0009029	MT-9029
ENSG0009030	gene_9030
ENSG0009031	gene_9031
ENSG0009032	MT-9032
ENSG0009033	gene_9033
ENSG0009034	gene_9034
ENSG0009035	gene_9035
ENSG0009036	gene_9036
ENSG0009037	gene_9037
ENSG0009038	gene_9038
ENSG0009039	gene_9039
ENSG0009040	gene_9040
ENSG0009041	MT-9041
ENSG0009042	gene_9042
ENSG0009043	gene_9043
ENSG0009044	gene_9044
ENSG0009045	gene_9045
ENSG0009046	gene_9046
ENSG0009047	gene_9047
ENSG0009048	gene_9048
ENSG0009049	MT-9049
ENSG0009050	gene_9050
ENSG0009051	gene_9051
ENSG0009052	gene_9052
ENSG0009053	MT-9053
ENSG0009054	gene_9054
ENSG0009055	MT-9055
ENSG0009056	gene_9056
ENSG0009057	gene_9057
ENSG0009058	gene_9058
ENSG0009059	gene_9059
ENSG0009060	gene_9060
ENSG0009061	gene_9061
ENSG0009062	gene_9062
ENSG0009063	gene_9063
ENSG0009064	gene_9064
ENSG0009065	gene_9065
ENSG0009066	gene_9066
ENSG0009067	gene_9067
ENSG0009068	MT-9068
ENSG0009069	gene_9069
ENSG0009070	gene_9070
ENSG0009071	gene_9071
ENSG0009072	gene_9072
ENSG0009073	gene_9073
ENSG0009074	gene_9074
ENSG0009075	gene_9075
ENSG0009076	gene_9076
ENSG0009077	gene_9077
ENSG0009078	gene_9078
ENSG0009079	gene_9079
ENSG0009080	gene_9080
ENSG0009081	gene_9081
ENSG0009082	gene_9082
ENSG0009083	gene_9083
ENSG0009084	gene_9084
ENSG0009085	gene_9085
ENSG0009086	MT-9086
ENSG0009087	gene_9087
ENSG0009088	gene_9088
ENSG0009089	gene_9089
ENSG0009090	gene_9090
ENSG0009091	MT-9091
ENSG0009092	gene_9092
ENSG0009093	gene_9093
ENSG0009094	gene_9094
ENSG0009095	gene_9095
ENSG0009096	gene_9096
ENSG0009097	gene_9097
ENSG0009098	gene_9098
ENSG0009099	gene_9099
ENSG0009100	gene_9100
ENSG0009101	gene_9101
ENSG0009102	gene_9102
ENSG0009103	gene_9103
ENSG0009104	gene_9104
ENSG0009105	gene_9105
ENSG0009106	gene_9106
ENSG0009107	MT-9107
ENSG0009108	gene_9108
ENSG0009109	gene_9109
ENSG0009110	gene_9110
ENSG0009111	gene_9111
ENSG0009112	gene_9112
ENSG0009113	gene_9113
ENSG0009114	gene_9114
ENSG0009115	gene_9115
ENSG0009116	gene_9116
ENSG0009117	gene_9117
ENSG0009118	gene_9118
ENSG0009119	gene_9119
ENSG0009120	gene_9120
ENSG0009121	gene_9121
ENSG0009122	gene_9122
ENSG0009123	gene_9123
ENSG0009124	gene_9124
ENSG0009125	gene_9125
ENSG0009126	gene_9126
ENSG0009127	gene_9127
ENSG0009128	gene_9128
ENSG0009129	gene_9129
ENSG0009130	gene_9130
ENSG0009131	gene_9131
ENSG0009132	gene_9132
ENSG0009133	gene_9133
ENSG0009134	MT-9134
ENSG0009135	gene_9135
ENSG0009136	gene_9136
ENSG0009137	gene_9137
ENSG0009138	gene_9138
ENSG0009139	gene_9139
ENSG0009140	gene_9140
ENSG0009141	gene_9141
ENSG0009142	gene_9142
ENSG0009143	gene_9143
ENSG0009144	gene_9144
ENSG0009145	MT-9145
ENSG0009146	gene_9146
ENSG0009147	MT-9147
ENSG0009148	gene_9148
ENSG0009149	gene_9149
ENSG0009150	gene_9150
ENSG0009151	gene_9151
ENSG0009152	gene_9152
ENSG0009153	gene_9153
ENSG0009154	MT-9154
ENSG0009155	gene_9155
ENSG0009156	gene_9156
ENSG0009157	MT-9157
ENSG0009158	gene_9158
ENSG0009159	gene_9159
ENSG0009160	MT-9160
ENSG0009161	gene_9161
ENSG0009162	gene_9162
ENSG0009163	gene_9163
ENSG0009164	MT-9164
ENSG0009165	gene_9165
ENSG0009166	gene_9166
ENSG0009167	gene_9167
ENSG0009168	gene_9168
ENSG0009169	gene_9169
ENSG0009170	gene_9170
ENSG0009171	gene_9171
ENSG0009172	gene_9172
ENSG0009173	gene_9173
ENSG0009174	gene_9174
ENSG0009175	gene_9175
ENSG0009176	gene_9176
ENSG0009177	gene_9177
ENSG0009178	gene_9178
ENSG0009179	gene_9179
ENSG0009180	gene_9180
ENSG0009181	gene_9181
ENSG0009182	gene_9182
ENSG0009183	gene_9183
ENSG0009184	gene_9184
ENSG0009185	gene_9185
ENSG0009186	gene_9186
ENSG0009187	MT-9187
ENSG0009188	gene_9188
ENSG0009189	gene_9189
ENSG0009190	gene_9190
ENSG0009191	gene_9191
ENSG0009192	MT-9192
ENSG0009193	gene_9193
ENSG0009194	MT-9194
ENSG0009195	gene_9195
ENSG0009196	MT-9196
ENSG0009197	gene_9197
ENSG0009198	gene_9198
ENSG0009199	gene_9199
ENSG0009200	gene_9200
ENSG0009201	gene_9201
ENSG0009202	MT-9202
ENSG0009203	gene_9203
ENSG0009204	gene_9204
ENSG0009205	gene_9205
ENSG0009206	gene_9206
ENSG0009207	gene_9207
ENSG0009208	gene_9208
ENSG0009209	gene_9209
ENSG0009210	gene_9210
ENSG0009211	gene_9211
ENSG0009212	gene_9212
ENSG0009213	MT-9213
ENSG0009214	gene_9214
ENSG0009215	gene_9215
ENSG0009216	gene_9216
ENSG0009217	gene_9217
ENSG0009218	MT-9218
ENSG0009219	gene_9219
ENSG0009220	gene_9220
ENSG0009221	gene_9221
ENSG0009222	gene_9222
ENSG0009223	gene_9223
ENSG0009224	gene_9224
ENSG0009225	gene_9225
ENSG0009226	gene_9226
ENSG0009227	MT-9227
ENSG0009228	gene_9228
ENSG0009229	gene_9229
ENSG0009230	gene_9230
ENSG0009231	gene_9231
ENSG0009232	gene_9232
ENSG0009233	gene_9233
ENSG0009234	gene_9234
ENSG0009235	gene_9235
ENSG0009236	gene_9236
ENSG0009237	gene_9237
ENSG0009238	gene_9238
ENSG0009239	gene_9239
ENSG0009240	gene_9240
ENSG0009241	gene_9241
ENSG0009242	gene_9242
ENSG0009243	gene_9243
ENSG0009244	gene_9244
ENSG0009245	gene_9245
ENSG0009246	gene_9246
ENSG0009247	gene_9247
ENSG0009248	gene_9248
ENSG0009249	gene_9249
ENSG0009250	gene_9250
ENSG0009251	gene_9251
ENSG0009252	gene_9252
ENSG0009253	gene_9253
ENSG0009254	gene_9254
ENSG0009255	MT-9255
ENSG0009256	gene_9256
ENSG0009257	gene_9257
ENSG0009258	gene_9258
ENSG0009259	gene_9259
ENSG0009260	gene_9260
ENSG0009261	gene_9261
ENSG0009262	gene_9262
ENSG0009263	gene_9263
ENSG0009264	gene_9264
ENSG0009265	gene_9265
ENSG0009266	gene_9266
ENSG0009267	gene_9267
ENSG0009268	MT-9268
ENSG0009269	gene_9269
ENSG0009270	gene_9270
ENSG0009271	MT-9271
ENSG0009272	MT-9272
ENSG0009273	gene_9273
ENSG0009274	gene_9274
ENSG0009275	gene_9275
ENSG0009276	gene_9276
ENSG0009277	gene_9277
ENSG0009278	gene_9278
ENSG0009279	gene_9279
ENSG0009280	gene_9280
ENSG0009281	gene_9281
ENSG0009282	gene_9282
ENSG0009283	gene_9283
ENSG0009284	gene_9284
ENSG0009285	gene_9285
ENSG0009286	gene_9286
ENSG0009287	gene_9287
ENSG0009288	gene_9288
ENSG0009289	gene_9289
ENSG0009290	gene_9290
ENSG0009291	MT-9291
ENSG0009292	gene_9292
ENSG0009293	gene_9293
ENSG0009294	gene_9294
ENSG0009295	MT-9295
ENSG0009296	gene_9296
ENSG0009297	gene_9297
ENSG0009298	gene_9298
ENSG0009299	gene_9299
ENSG0009300	gene_9300
ENSG0009301	gene_9301
ENSG0009302	MT-9302
ENSG0009303	gene_9303
ENSG0009304	gene_9304
ENSG0009305	gene_9305
ENSG0009306	gene_9306
ENSG0009307	gene_9307
ENSG0009308	gene_9308
ENSG0009309	gene_9309
ENSG0009310	gene_9310
ENSG0009311	gene_9311
ENSG0009312	gene_9312
ENSG0009313	gene_9313
ENSG0009314	gene_9314
ENSG0009315	gene_9315
ENSG0009316	gene_9316
ENSG0009317	gene_9317
ENSG0009318	gene_9318
ENSG0009319	gene_9319
ENSG0009320	gene_9320
ENSG0009321	gene_9321
ENSG0009322	gene_9322
ENSG0009323	gene_9323
ENSG0009324	gene_9324
ENSG0009325	MT-9325
ENSG0009326	gene_9326
ENSG0009327	gene_9327
ENSG0009328	gene_9328
ENSG0009329	gene_9329
ENSG0009330	gene_9330
ENSG0009331	gene_9331
ENSG0009332	gene_9332
ENSG0009333	gene_9333
ENSG0009334	gene_9334
ENSG0009335	gene_9335
ENSG0009336	MT-9336
ENSG0009337	gene_9337
ENSG0009338	MT-9338
ENSG0009339	gene_9339
ENSG0009340	gene_9340
ENSG0009341	gene_9341
ENSG0009342	gene_9342
ENSG0009343	gene_9343
ENSG0009344	gene_9344
ENSG0009345	gene_9345
ENSG0009346	gene_9346
ENSG0009347	MT-9347
ENSG0009348	gene_9348
ENSG0009349	gene_9349
ENSG0009350	gene_9350
ENSG0009351	gene_9351
ENSG0009352	gene_9352
ENSG0009353	gene_9353
ENSG0009354	gene_9354
ENSG0009355	MT-9355
ENSG0009356	gene_9356
ENSG0009357	gene_9357
ENSG0009358	gene_9358
ENSG0009359	gene_9359
ENSG0009360	gene_9360
ENSG0009361	gene_9361
ENSG0009362	gene_9362
ENSG0009363	gene_9363
ENSG0009364	gene_9364
ENSG0009365	gene_9365
ENSG0009366	gene_9366
ENSG0009367	gene_9367
ENSG0009368	gene_9368
ENSG0009369	gene_9369
ENSG0009370	gene_9370
ENSG0009371	gene_9371
ENSG0009372	gene_9372
ENSG0009373	MT-9373
ENSG0009374	gene_9374
ENSG0009375	gene_9375
ENSG0009376	gene_9376
ENSG0009377	gene_9377
ENSG0009378	gene_9378
ENSG0009379	gene_9379
ENSG0009380	gene_9380
ENSG0009381	gene_9381
ENSG0009382	gene_9382
ENSG0009383	gene_9383
ENSG0009384	MT-9384
ENSG0009385	gene_9385
ENSG0009386	gene_9386
ENSG0009387	gene_9387
ENSG0009388	gene_9388
ENSG0009389	gene_9389
ENSG0009390	gene_9390
ENSG0009391	gene_9391
ENSG0009392	gene_9392
ENSG0009393	gene_9393
ENSG0009394	gene_9394
ENSG0009395	gene_9395
ENSG0009396	gene_9396
ENSG0009397	gene_9397
ENSG0009398	gene_9398
ENSG0009399	gene_9399
ENSG0009400	gene_9400
ENSG0009401	gene_9401
ENSG0009402	gene_9402
ENSG0009403	MT-9403
ENSG0009404	gene_9404
ENSG0009405	gene_9405
ENSG0009406	gene_9406
ENSG0009407	gene_9407
ENSG0009408	gene_9408
ENSG0009409	gene_9409
ENSG0009410	gene_9410
ENSG0009411	gene_9411
ENSG0009412	gene_9412
ENSG0009413	gene_9413
ENSG0009414	gene_9414
ENSG0009415	gene_9415
ENSG0009416	MT-9416
ENSG0009417	gene_9417
ENSG0009418	gene_9418
ENSG0009419	gene_9419
ENSG0009420	gene_9420
ENSG0009421	gene_9421
ENSG0009422	gene_9422
ENSG0009423	gene_9423
ENSG0009424	gene_9424
ENSG0009425	MT-9425
ENSG0009426	gene_9426
ENSG0009427	MT-9427
ENSG0009428	gene_9428
ENSG0009429	gene_9429
ENSG0009430	gene_9430
ENSG0009431	gene_9431
ENSG0009432	gene_9432
ENSG0009433	gene_9433
ENSG0009434	gene_9434
ENSG0009435	gene_9435
ENSG0009436	gene_9436
ENSG0009437	gene_9437
ENSG0009438	gene_9438
ENSG0009439	gene_9439
ENSG0009440	gene_9440
ENSG0009441	gene_9441
ENSG0009442	gene_9442
ENSG0009443	gene_9443
ENSG0009444	gene_9444
ENSG0009445	gene_9445
ENSG0009446	gene_9446
ENSG0009447	gene_9447
ENSG0009448	gene_9448
ENSG0009449	gene_9449
ENSG0009450	gene_9450
ENSG0009451	gene_9451
ENSG0009452	gene_9452
ENSG0009453	gene_9453
ENSG0009454	MT-9454
ENSG0009455	gene_9455
ENSG0009456	gene_9456
ENSG0009457	MT-9457
ENSG0009458	gene_9458
ENSG0009459	gene_9459
ENSG0009460	gene_9460
ENSG0009461	gene_9461
ENSG0009462	gene_9462
ENSG0009463	gene_9463
ENSG0009464	gene_9464
ENSG0009465	gene_9465
ENSG0009466	gene_9466
ENSG0009467	gene_9467
ENSG0009468	gene_9468
ENSG0009469	gene_9469
ENSG0009470	gene_9470
ENSG0009471	gene_9471
ENSG0009472	gene_9472
ENSG0009473	gene_9473
ENSG0009474	gene_9474
ENSG0009475	gene_9475
ENSG0009476	gene_9476
ENSG0009477	gene_9477
ENSG0009478	gene_9478
ENSG0009479	MT-9479
ENSG0009480	gene_9480
ENSG0009481	gene_9481
ENSG0009482	gene_9482
ENSG0009483	gene_9483
ENSG0009484	gene_9484
ENSG0009485	gene_9485
ENSG0009486	gene_9486
ENSG0009487	gene_9487
ENSG0009488	gene_9488
ENSG0009489	gene_9489
ENSG0009490	gene_9490
ENSG0009491	gene_9491
ENSG0009492	gene_9492
ENSG0009493	gene_9493
ENSG0009494	gene_9494
ENSG0009495	gene_9495
ENSG0009496	gene_9496
ENSG0009497	gene_9497
ENSG0009498	gene_9498
ENSG0009499	gene_9499
ENSG0009500	gene_9500
ENSG0009501	MT-9501
ENSG0009502	gene_9502
ENSG0009503	gene_9503
ENSG0009504	gene_9504
ENSG0009505	gene_9505
ENSG0009506	gene_9506
ENSG0009507	gene_9507
ENSG0009508	gene_9508
ENSG0009509	gene_9509
ENSG0009510	gene_9510
ENSG0009511	gene_9511
ENSG0009512	MT-9512
ENSG0009513	gene_9513
ENSG0009514	gene_9514
ENSG0009515	gene_9515
ENSG0009516	gene_9516
ENSG0009517	gene_9517
ENSG0009518	gene_9518
ENSG0009519	gene_9519
ENSG0009520	gene_9520
ENSG0009521	gene_9521
ENSG0009522	gene_9522
ENSG0009523	gene_9523
ENSG0009524	gene_9524
ENSG0009525	gene_9525
ENSG0009526	gene_9526
ENSG0009527	gene_9527
ENSG0009528	gene_9528
ENSG0009529	gene_9529
ENSG0009530	gene_9530
ENSG0009531	gene_9531
ENSG0009532	gene_9532
ENSG0009533	gene_9533
ENSG0009534	gene_9534
ENSG0009535	gene_9535
ENSG0009536	gene_9536
ENSG0009537	gene_9537
ENSG0009538	gene_9538
ENSG0009539	gene_9539
ENSG0009540	gene_9540
ENSG0009541	gene_9541
ENSG0009542	gene_9542
ENSG0009543	gene_9543
ENSG0009544	gene_9544
ENSG0009545	gene_9545
ENSG0009546	MT-9546
ENSG0009547	gene_9547
ENSG0009548	gene_9548
ENSG0009549	gene_9549
ENSG0009550	gene_9550
ENSG0009551	gene_9551
ENSG0009552	gene_9552
ENSG0009553	gene_9553
ENSG0009554	gene_9554
ENSG0009555	gene_9555
ENSG0009556	MT-9556
ENSG0009557	gene_9557
ENSG0009558	gene_9558
ENSG0009559	MT-9559
ENSG0009560	gene_9560
ENSG0009561	gene_9561
ENSG0009562	gene_9562
ENSG0009563	gene_9563
ENSG0009564	gene_9564
ENSG0009565	gene_9565
ENSG0009566	gene_9566
ENSG0009567	gene_9567
ENSG0009568	gene_9568
ENSG0009569	gene_9569
ENSG0009570	gene_9570
ENSG0009571	gene_9571
ENSG0009572	gene_9572
ENSG0009573	gene_9573
ENSG0009574	gene_9574
ENSG0009575	gene_9575
ENSG0009576	gene_9576
ENSG0009577	gene_9577
ENSG0009578	gene_9578
ENSG0009579	gene_9579
ENSG0009580	MT-9580
ENSG0009581	gene_9581
ENSG0009582	gene_9582
ENSG0009583	gene_9583
ENSG0009584	gene_9584
ENSG0009585	gene_9585
ENSG0009586	gene_9586
ENSG0009587	gene_9587
ENSG0009588	gene_9588
ENSG0009589	gene_9589
ENSG0009590	gene_9590
ENSG0009591	gene_9591
ENSG0009592	gene_9592
ENSG0009593	gene_9593
ENSG0009594	gene_9594
ENSG0009595	gene_9595
ENSG0009596	gene_9596
ENSG0009597	gene_9597
ENSG0009598	gene_9598
ENSG0009599	gene_9599
ENSG0009600	gene_9600
ENSG0009601	gene_9601
ENSG0009602	gene_9602
ENSG0009603	MT-9603
ENSG0009604	gene_9604
ENSG0009605	gene_9605
ENSG0009606	MT-9606
ENSG0009607	gene_9607
ENSG0009608	gene_9608
ENSG0009609	MT-9609
ENSG0009610	gene_9610
ENSG0009611	gene_9611
ENSG0009612	gene_9612
ENSG0009613	gene_9613
ENSG0009614	gene_9614
ENSG0009615	gene_9615
ENSG0009616	MT-9616
ENSG0009617	MT-9617
ENSG0009618	gene_9618
ENSG0009619	gene_9619
ENSG0009620	gene_9620
ENSG0009621	MT-9621
ENSG0009622	gene_9622
ENSG0009623	gene_9623
ENSG0009624	gene_9624
ENSG0009625	gene_9625
ENSG0009626	gene_9626
ENSG0009627	gene_9627
ENSG0009628	gene_9628
ENSG0009629	gene_9629
ENSG0009630	gene_9630
ENSG0009631	gene_9631
ENSG0009632	gene_9632
ENSG0009633	gene_9633
ENSG0009634	gene_9634
ENSG0009635	gene_9635
ENSG0009636	gene_9636
ENSG0009637	MT-9637
ENSG0009638	gene_9638
ENSG0009639	gene_9639
ENSG0009640	gene_9640
ENSG0009641	gene_9641
ENSG0009642	gene_9642
ENSG0009643	gene_9643
ENSG0009644	gene_9644
ENSG0009645	gene_9645
ENSG0009646	gene_9646
ENSG0009647	gene_9647
ENSG0009648	MT-9648
ENSG0009649	MT-9649
ENSG0009650	gene_9650
ENSG0009651	gene_9651
ENSG0009652	gene_9652
ENSG0009653	gene_9653
ENSG0009654	gene_9654
ENSG0009655	gene_9655
ENSG0009656	gene_9656
ENSG0009657	gene_9657
ENSG0009658	gene_9658
ENSG0009659	gene_9659
ENSG0009660	gene_9660
ENSG0009661	gene_9661
ENSG0009662	MT-9662
ENSG0009663	gene_9663
ENSG0009664	gene_9664
ENSG0009665	gene_9665
ENSG0009666	gene_9666
ENSG0009667	gene_9667
ENSG0009668	gene_9668
ENSG0009669	gene_9669
ENSG0009670	gene_9670
ENSG0009671	MT-9671
ENSG0009672	gene_9672
ENSG0009673	gene_9673
ENSG0009674	gene_9674
ENSG0009675	gene_9675
ENSG0009676	gene_9676
ENSG0009677	gene_9677
ENSG0009678	MT-9678
ENSG0009679	gene_9679
ENSG0009680	gene_9680
ENSG0009681	gene_9681
ENSG0009682	gene_9682
ENSG0009683	gene_9683
ENSG0009684	gene_9684
ENSG0009685	gene_9685
ENSG0009686	gene_9686
ENSG0009687	gene_9687
ENSG0009688	gene_9688
ENSG0009689	gene_9689
ENSG0009690	gene_9690
ENSG0009691	gene_9691
ENSG0009692	gene_9692
ENSG0009693	MT-9693
ENSG0009694	gene_9694
ENSG0009695	gene_9695
ENSG0009696	gene_9696
ENSG0009697	gene_9697
ENSG0009698	gene_9698
ENSG0009699	gene_9699
ENSG0009700	gene_9700
ENSG0009701	gene_9701
ENSG0009702	gene_9702
ENSG0009703	gene_9703
ENSG0009704	gene_9704
ENSG0009705	gene_9705
ENSG0009706	gene_9706
ENSG0009707	gene_9707
ENSG0009708	gene_9708
ENSG0009709	gene_9709
ENSG0009710	gene_9710
ENSG0009711	MT-9711
ENSG0009712	gene_9712
ENSG0009713	gene_9713
ENSG0009714	gene_9714
ENSG0009715	gene_9715
ENSG0009716	gene_9716
ENSG0009717	gene_9717
